row_id,date,continent_code,country_name,country_code,state_province,population,city_town,distance,latitude,longitude,hazard_type,landslide_type,landslide_size,trigger
339,2007-10-31,NA,Jamaica,JM,Saint Thomas,2634,Easington,6.5194,17.9384,-76.6479,Landslide,Landslide,medium,Tropical cyclone
340,2007-10-31,NA,Jamaica,JM,Saint Catherine,4085,Riversdale,5.46381,18.2152,-76.9659,Landslide,Complex,medium,Rain
341,2007-10-31,NA,Jamaica,JM,Saint Andrew,1088,Gordon Town,0.96514,18.037,-76.7088,Landslide,Landslide,medium,Tropical cyclone
342,2007-10-31,NA,Mexico,MX,Tabasco,4468,Buenavista,4.19108,17.9493,-92.5534,Landslide,Landslide,medium,Rain
357,2007-11-17,NA,Trinidad and Tobago,TT,Eastern Tobago,0,Roxborough,7.33295,11.2965,-60.6312,Landslide,Landslide,medium,Rain
376,2007-11-30,NA,United States,US,California,3117,Rancho Santa Fe,6.48824,33.0409,-117.1378,Landslide,Debris flow,small,Rain
396,2007-12-16,NA,United States,US,Pennsylvania,3174,Trafford,0.27058,40.3875,-79.7569,Landslide,Landslide,medium,Rain
397,2007-12-19,SA,Colombia,CO,Tolima,4892,Ambalema,6.9613,4.847,-74.7631,Landslide,Landslide,large,Rain
436,2008-01-28,NA,United States,US,California,42808,La Jolla,1.15586,32.8464,-117.2619,Landslide,Landslide,medium,Rain
468,2008-02-28,SA,Ecuador,EC,Napo,7309,Archidona,50.21741,-0.4635,-77.8928,Landslide,Landslide,medium,Rain
479,2008-03-14,NA,United States,US,Ohio,5091,Toronto,1.02992,40.4634,-80.613,Landslide,Mudslide,small,Rain
480,2008-03-16,NA,United States,US,Ohio,4741,Mount Carmel,1.17753,39.096,-84.2992,Landslide,Landslide,small,Rain
485,2008-03-24,NA,United States,US,Ohio,3541,Wellsville,7.05134,40.5573,-80.707,Landslide,Landslide,small,Rain
487,2008-03-28,NA,United States,US,Kentucky,4407,Ludlow,2.26622,39.1072,-84.5657,Landslide,Landslide,small,Rain
499,2008-04-13,NA,United States,US,Colorado,6447,Avon,3.03321,39.625,-106.4879,Landslide,Mudslide,small,Rain
501,2008-04-16,NA,Jamaica,JM,Saint Ann,9450,Ocho Rios,0.53886,18.4054,-77.1007,Landslide,Mudslide,medium,Rain
506,2008-04-20,NA,Haiti,HT,Ouest,1234742,Port-au-Prince,1.80063,18.5283,-72.3224,Landslide,Mudslide,medium,Rain
509,2008-04-25,NA,United States,US,Minnesota,27592,Winona,1.7294,44.0344,-91.6396,Landslide,Mudslide,small,Rain
514,2008-04-29,NA,United States,US,New Hampshire,1813,Newbury,0.08548,43.3207,-72.0358,Landslide,Rockfall,small,Rain
515,2008-04-29,NA,United States,US,New Hampshire,1142,Whitefield,8.19938,44.4175,-71.6923,Landslide,Mudslide,small,Rain
546,2008-05-20,NA,United States,US,Kentucky,5723,Fort Wright,0.90111,39.0447,-84.5289,Landslide,Mudslide,small,Rain
555,2008-05-28,NA,United States,US,Colorado,6658,Aspen,20.14967,39.3707,-106.7839,Landslide,Mudslide,small,Rain
556,2008-05-29,NA,Costa Rica,CR,Guanacaste,4108,Bagaces,17.65521,10.4024,-85.3555,Landslide,Landslide,medium,Tropical cyclone
562,2008-05-31,SA,Colombia,CO,Antioquia,1999979,Medellín,5.1217,6.2746,-75.6039,Landslide,Complex,large,Downpour
590,2008-06-16,NA,United States,US,New York,1031,Hancock,4.46079,41.942,-75.2291,Landslide,Mudslide,small,Rain
591,2008-06-18,NA,Guatemala,GT,Guatemala,994938,Guatemala City,3.12614,14.651,-90.5403,Landslide,Complex,medium,Rain
597,2008-06-20,NA,United States,US,Arkansas,466,Jasper,30.98796,35.7885,-92.9331,Landslide,Mudslide,small,Rain
605,2008-06-24,SA,Colombia,CO,Norte de Santander,1502,Hacarí ,0.38844,8.32,-73.15,Landslide,Landslide,medium,Downpour
617,2008-06-29,NA,United States,US,New Jersey,34457,Orange,3.31974,40.78,-74.27,Landslide,Mudslide,small,Rain
643,2008-07-13,NA,United States,US,Colorado,16887,Durango,2.94432,37.25,-107.87,Landslide,Mudslide,medium,Downpour
644,2008-07-14,SA,Colombia,CO,Cundinamarca,1374,Quetame,8.58891,4.41,-73.86,Landslide,Landslide,medium,Downpour
649,2008-07-16,NA,United States,US,Wisconsin,1887,Brice Prairie,6.28666,43.89,-91.34,Landslide,Mudslide,small,Flooding
650,2008-07-17,SA,Colombia,CO,Antioquia,2214,Briceño,6.44532,7.16,-75.52,Landslide,Landslide,medium,Rain
656,2008-07-21,NA,Guatemala,GT,Zacapa,3682,La Unión,0.8064,14.97,-89.29,Landslide,Mudslide,medium,Tropical cyclone
658,2008-07-22,NA,United States,US,Colorado,2826,Snowmass Village,10.78549,39.31,-106.93,Landslide,Mudslide,small,Downpour
659,2008-07-22,NA,United States,US,Idaho,2991,McCall,29.97781,44.93,-115.72,Landslide,Mudslide,medium,Downpour
660,2008-07-22,NA,United States,US,Idaho,3112,Salmon,25.30277,44.98,-114.06,Landslide,Mudslide,medium,Downpour
675,2008-07-28,NA,United States,US,Colorado,3068,Walsenburg,32.15868,37.5588,-105.135,Landslide,Mudslide,small,Downpour
724,2008-08-17,NA,Dominican Republic,DO,Hato Mayor,13977,Sabana de La Mar,0.75284,19.056,-69.3822,Landslide,Complex,medium,Tropical cyclone
728,2008-08-18,SA,Colombia,CO,Antioquia,65565,Caldas,1.27637,6.08,-75.639,Landslide,Landslide,medium,Rain
729,2008-08-18,SA,Colombia,CO,Córdoba,55513,Cereté,0.68544,8.8856,-75.7967,Landslide,Landslide,medium,Rain
742,2008-08-23,NA,United States,US,Colorado,5236,Salida,8.16325,38.498,-106.08,Landslide,Mudslide,small,Rain
743,2008-08-24,NA,United States,US,Colorado,1646,Perry Park,17.16659,39.2228,-105.1865,Landslide,Mudslide,medium,Rain
744,2008-08-25,NA,Mexico,MX,México,7182,San Francisco Chimalpa,2.59637,19.436,-99.365,Landslide,Mudslide,medium,Downpour
746,2008-08-26,NA,Dominican Republic,DO,Distrito Nacional,10457,La Agustina,5.71058,18.55,-69.92,Landslide,Mudslide,medium,Tropical cyclone
747,2008-08-26,NA,Haiti,HT,Sud-Est,137966,Jacmel,4.41574,18.264,-72.507,Landslide,Landslide,medium,Tropical cyclone
748,2008-08-26,NA,Haiti,HT,Ouest,1234742,Port-au-Prince,3.50201,18.509,-72.345,Landslide,Mudslide,medium,Tropical cyclone
750,2008-08-26,NA,Panama,PA,Panamá,1287,Cerro Azul,1.84596,9.1559,-79.4295,Landslide,Landslide,medium,Downpour
751,2008-08-26,NA,United States,US,North Carolina,1192,Lake Lure,0.85349,35.4213,-82.2,Landslide,Mudslide,small,Rain
756,2008-08-28,NA,Jamaica,JM,Saint Andrew,1821,Mavis Bank,9.83051,18.0388,-76.574,Landslide,Landslide,medium,Tropical cyclone
757,2008-08-28,NA,United States,US,North Carolina,1192,Lake Lure,5.17876,35.4437,-82.2585,Landslide,Mudslide,small,Tropical cyclone
800,2008-09-20,NA,United States,US,Idaho,1406,Sun Valley,1.58679,43.7,-114.371,Landslide,Mudslide,small,Downpour
845,2008-10-15,NA,Costa Rica,CR,Puntarenas,6777,Golfito,11.74074,8.67,-83.064,Landslide,Landslide,medium,Downpour
848,2008-10-16,NA,Costa Rica,CR,Puntarenas,6540,Miramar,8.92048,10.111,-84.809,Landslide,Complex,medium,Downpour
852,2008-10-18,NA,Guatemala,GT,Chimaltenango,5987,San José Poaquil,5.31511,14.8667,-90.9167,Landslide,Landslide,medium,Tropical cyclone
854,2008-10-19,NA,Honduras,HN,Copán,4752,Corquín,0.43391,14.5637,-88.8693,Landslide,Landslide,large,Tropical cyclone
855,2008-10-20,NA,Honduras,HN,Francisco Morazán ,850848,Tegucigalpa,2.99239,14.108,-87.2137,Landslide,Mudslide,large,Tropical cyclone
857,2008-10-22,NA,Barbados,BB,Saint Joseph,1765,Bathsheba,2.87363,13.229,-59.54,Landslide,Mudslide,medium,Downpour
867,2008-10-28,NA,Guatemala,GT,Huehuetenango,1311,San Sebastián Huehuetenango,1.58358,15.376,-91.596,Landslide,Mudslide,medium,Downpour
889,2008-11-16,SA,Colombia,CO,Antioquia,1999979,Medellín,4.09028,6.217,-75.576,Landslide,Mudslide,large,Downpour
891,2008-11-16,NA,Trinidad and Tobago,TT,City of Port of Spain,49031,Port-of-Spain,1.07831,10.676,-61.516,Landslide,Complex,medium,Downpour
896,2008-11-20,SA,Venezuela,VE,Distrito Federal,3000000,Caracas,2.92493,10.466,-66.894,Landslide,Mudslide,medium,Downpour
904,2008-11-24,SA,Colombia,CO,Cauca,13223,Miranda,0.70558,3.2468,-76.2226,Landslide,Mudslide,medium,Downpour
905,2008-11-25,NA,Panama,PA,Chiriquí,6123,Boquete,9.837,8.787,-82.344,Landslide,Complex,medium,Downpour
908,2008-11-26,NA,United States,US,California,9277,Valley Center,14.4377,33.3,-116.9135,Landslide,Debris flow,medium,Rain
928,2008-12-14,NA,Guatemala,GT,Izabal,18994,Morales,23.92309,15.3796,-90.5316,Landslide,Mudslide,medium,Rain
937,2008-12-17,NA,United States,US,California,3148,Fairbanks Ranch,8.33509,33.023,-117.105,Landslide,Mudslide,small,Rain
938,2008-12-18,NA,Trinidad and Tobago,TT,Diego Martin,8140,Petit Valley,5.91101,10.735,-61.4925,Landslide,Mudslide,medium,Downpour
939,2008-12-19,NA,Trinidad and Tobago,TT,Diego Martin,8140,Petit Valley,2.24772,10.716,-61.546,Landslide,Complex,medium,Downpour
941,2008-12-20,NA,Trinidad and Tobago,TT,Penal/Debe,12281,"Peñal,",2.57071,10.158,-61.4449,Landslide,Mudslide,medium,Downpour
946,2008-12-22,NA,United States,US,California,3841,Harbison Canyon,1.91206,32.8273,-116.8487,Landslide,Complex,small,Downpour
947,2008-12-22,NA,United States,US,Tennessee,5934,Kingston,2.61361,35.9,-84.5255,Landslide,Lahar,medium,Dam embankment collapse
975,2009-01-22,NA,Mexico,MX,The Federal District,12294193,Mexico City,0.15208,19.4271,-99.1276,Landslide,Landslide,medium,Downpour
996,2009-03-19,SA,Colombia,CO,Huila,4444,Hobo,10.1804,2.5384,-75.5299,Landslide,Mudslide,medium,Continuous rain
1003,2009-04-13,NA,United States,US,Virginia,1463,East Lexington,10.60458,37.8826,-79.3838,Landslide,Mudslide,small,Downpour
1004,2009-04-14,SA,Peru,PE,La Libertad,0,Parcoy,9.64894,-7.9589,-77.5239,Landslide,Mudslide,medium,Downpour
1005,2009-04-14,SA,Peru,PE,La Libertad,0,Aricapampa,0.00442,-7.8058,-77.7172,Landslide,Mudslide,medium,Downpour
1006,2009-04-14,NA,United States,US,Utah,33433,Cottonwood Heights,1.90486,40.6235,-111.7443,Landslide,Rockfall,small,Rain
1007,2009-04-15,NA,United States,US,Utah,20816,East Millcreek,1.68712,40.7118,-111.798,Landslide,Rockfall,small,Rain
1008,2009-04-15,NA,United States,US,Utah,10062,Canyon Rim,8.13917,40.7676,-111.7669,Landslide,Rockfall,small,Rain
1010,2009-04-20,NA,United States,US,Virginia,1463,East Lexington,13.41471,37.9137,-79.4305,Landslide,Mudslide,small,Downpour
1011,2009-04-20,NA,United States,US,Colorado,97385,Boulder,15.14802,40.1162,-105.3896,Landslide,Mudslide,small,Rain
1014,2009-04-24,SA,Colombia,CO,Córdoba,59188,Sahagún,0.14776,8.9475,-75.4428,Landslide,Mudslide,large,Downpour
1026,2009-05-17,NA,United States,US,North Carolina,18228,Lenoir,9.72793,35.9993,-81.564,Landslide,Mudslide,small,Downpour
1033,2009-05-30,NA,United States,US,West Virginia,1142,Hamlin,11.50494,38.1761,-82.0843,Landslide,Mudslide,small,Unknown
1038,2009-06-18,NA,United States,US,Utah,42274,Draper,0.79003,40.53,-111.87,Landslide,Landslide,medium,Downpour
1039,2009-06-19,NA,United States,US,North Carolina,3776,Hudson,10.3356,35.91,-81.41,Landslide,Rockfall,medium,Downpour
1040,2009-06-21,NA,United States,US,Idaho,2689,Ketchum,1.27144,43.6883,-114.3755,Landslide,Mudslide,small,Downpour
1069,2009-07-31,NA,United States,US,Kentucky,5338,Dayton,2.30977,39.1224,-84.449,Landslide,Mudslide,small,Rain
1105,2009-08-19,NA,United States,US,Kentucky,31577,Hopkinsville,15.49105,36.89,-87.6597,Landslide,Landslide,small,Unknown
1116,2009-08-20,NA,United States,US,Wisconsin,5911,Prairie du Chien,3.41664,43.0421,-91.1811,Landslide,Landslide,small,Rain
1117,2009-08-21,NA,Trinidad and Tobago,TT,City of San Fernando,26700,Marabella,9.42494,10.3717,-61.3917,Landslide,Landslide,small,Downpour
1167,2009-09-15,NA,Mexico,MX,The Federal District,228927,Magdalena Contreras,3.49173,19.3161,-99.2398,Landslide,Mudslide,medium,Downpour
1177,2009-09-20,NA,Dominican Republic,DO,Puerto Plata,4563,Altamira,0.885,19.675,-70.8362,Landslide,Landslide,medium,Downpour
1178,2009-09-20,NA,Dominican Republic,DO,Santiago,23304,Tamboril,4.31327,19.5167,-70.5866,Landslide,Landslide,small,Downpour
1180,2009-09-20,NA,United States,US,Georgia,3410,Cleveland,15.92157,34.6768,-83.9076,Landslide,Mudslide,small,Downpour
1182,2009-09-21,NA,United States,US,Alabama,3485,Livingston,26.97874,32.804,-88.3108,Landslide,Mudslide,medium,Downpour
1183,2009-09-21,NA,United States,US,Georgia,5802,Stone Mountain,2.07317,33.8232,-84.1569,Landslide,Mudslide,small,Downpour
1184,2009-09-21,NA,United States,US,Georgia,1602,Lookout Mountain,0.80279,34.977,-85.3665,Landslide,Mudslide,medium,Rain
1185,2009-09-21,NA,United States,US,North Carolina,7609,Brevard,3.61918,35.2594,-82.7102,Landslide,Landslide,small,Downpour
1186,2009-12-28,SA,Ecuador,EC,Santo Domingo de los Tsáchilas,200421,Santo Domingo de los Colorados,1.16036,-0.3152,-78.9724,Landslide,Mudslide,medium,Downpour
1194,2009-09-26,NA,United States,US,Georgia,2301,Trenton,1.12077,34.8695,-85.521,Landslide,Mudslide,medium,Downpour
1195,2009-09-26,NA,United States,US,Tennessee,3944,Gatlinburg,4.11813,35.7102,-83.5554,Landslide,Mudslide,small,Downpour
1265,2009-10-17,NA,United States,US,Kentucky,365,Hyden,10.0765,37.0702,-83.3777,Landslide,Rockfall,small,Downpour
1266,2009-10-20,NA,Haiti,HT,Ouest,442156,Carrefour,1.31659,18.5347,-72.4097,Landslide,Landslide,small,Downpour
1296,2009-11-13,NA,Costa Rica,CR,Puntarenas,3981,San Vito,18.00524,8.8021,-83.1335,Landslide,Landslide,medium,Earthquake
1307,2009-11-17,NA,United States,US,Illinois,27865,Alton,1.54044,38.898,-90.1993,Landslide,Mudslide,small,Downpour
1358,2009-12-13,NA,United States,US,California,4862,Running Springs,8.91845,34.2425,-117.0219,Landslide,Complex,small,Downpour
1367,2009-12-18,NA,United States,US,Mississippi,2175,Purvis,17.4013,31.1345,-89.2276,Landslide,Mudslide,small,Downpour
1431,2010-01-21,NA,United States,US,California,9277,Valley Center,5.7125,33.1677,-117.0232,Landslide,Mudslide,small,Downpour
1434,2010-01-21,NA,United States,US,Arizona,1424,Tonto Basin,16.48124,33.8342,-111.4726,Landslide,Complex,small,Downpour
1435,2010-01-21,NA,United States,US,California,3552,Morongo Valley,1.35292,34.0373,-116.5898,Landslide,Debris flow,small,Downpour
1439,2010-01-21,NA,United States,US,California,1128,Aguanga,12.95887,33.4685,-117.001,Landslide,Mudslide,small,Downpour
1441,2010-01-22,NA,United States,US,Arizona,2633,Cordes Lakes,12.98377,34.1933,-112.1327,Landslide,Mudslide,small,Downpour
1448,2010-01-24,NA,United States,US,North Carolina,2937,Rural Hall,7.54867,36.2967,-80.2462,Landslide,Mudslide,small,Downpour
1449,2010-01-24,NA,United States,US,Tennessee,4577,Madisonville,8.55137,35.4962,-84.2738,Landslide,Mudslide,small,Downpour
1450,2010-01-24,NA,United States,US,Tennessee,7554,Signal Mountain,2.56584,35.1328,-85.3186,Landslide,Mudslide,small,Downpour
1452,2010-01-25,NA,United States,US,Tennessee,12714,Soddy-Daisy,3.20504,35.2361,-85.226,Landslide,Complex,small,Downpour
1453,2010-01-25,NA,United States,US,Pennsylvania,305704,Pittsburgh,1.49656,40.4355,-80.0122,Landslide,Mudslide,small,Downpour
1454,2010-01-25,NA,United States,US,Connecticut,1212,Canaan,10.75115,41.9953,-73.2068,Landslide,Mudslide,small,Downpour
1455,2010-01-25,NA,United States,US,North Carolina,2441,Tobaccoville,2.39331,36.2592,-80.3654,Landslide,Mudslide,small,Downpour
1456,2010-01-26,NA,United States,US,Kentucky,1255,Manchester,5.79962,37.1016,-83.7568,Landslide,Complex,medium,Downpour
1459,2010-01-28,SA,Peru,PE,Ancash,0,Anta,0.13147,-9.3584,-77.5984,Landslide,Complex,medium,Downpour
1506,2010-02-15,NA,Haiti,HT,Nord,134815,Cap-Haïtien,0.27505,19.756,-72.206,Landslide,Mudslide,medium,Downpour
1525,2010-02-25,NA,United States,US,California,29603,Banning,2.18534,33.9062,-116.8721,Landslide,Complex,small,Rain
1531,2010-02-27,NA,United States,US,California,209924,San Bernardino,1.18379,34.1102,-117.3024,Landslide,Mudslide,small,Downpour
1564,2010-03-13,NA,United States,US,West Virginia,6432,Princeton,7.04356,37.3042,-81.1194,Landslide,Mudslide,medium,Downpour
1565,2010-03-13,NA,United States,US,New Jersey,9916,Lake Mohawk,4.41013,41.0469,-74.6236,Landslide,Mudslide,medium,Downpour
1566,2010-03-13,NA,United States,US,West Virginia,3572,Summersville,6.25122,38.3182,-80.7987,Landslide,Landslide,medium,Downpour
1567,2010-03-14,NA,United States,US,Ohio,6397,Jackson,13.05284,38.9632,-82.7353,Landslide,Mudslide,small,Downpour
1568,2010-03-14,NA,United States,US,Massachusetts,2717,Topsfield,1.03712,42.6428,-70.939,Landslide,Mudslide,medium,Downpour
1569,2010-03-14,NA,United States,US,New Jersey,2410,Ogdensburg,0.77081,41.0752,-74.5894,Landslide,Mudslide,medium,Downpour
1570,2010-03-14,NA,United States,US,North Carolina,620,Robbinsville,23.26062,35.5001,-83.9442,Landslide,Landslide,medium,Downpour
1575,2010-03-15,NA,United States,US,Massachusetts,7389,Clinton,1.25138,42.4135,-71.6974,Landslide,Mudslide,small,Rain
1576,2010-03-15,NA,United States,US,Massachusetts,5918,Walpole,2.73316,42.1433,-71.2165,Landslide,Landslide,small,Downpour
1578,2010-03-16,NA,United States,US,Pennsylvania,2528,New Hope,6.71244,40.4059,-75.0086,Landslide,Mudslide,small,Downpour
1579,2010-03-18,NA,United States,US,Tennessee,3944,Gatlinburg,11.83863,35.6733,-83.6643,Landslide,Landslide,small,Downpour
1584,2010-03-21,NA,United States,US,Ohio,1311,Salineville,10.58008,40.5399,-80.9,Landslide,Landslide,small,Downpour
1591,2010-03-25,NA,United States,US,Alabama,2264,Good Hope,22.45613,34.0844,-87.104,Landslide,Landslide,medium,Downpour
1595,2010-03-26,NA,United States,US,New York,1113,Worcester,7.59235,42.5435,-74.8163,Landslide,Landslide,small,Downpour
1599,2010-03-29,NA,United States,US,Tennessee,3944,Gatlinburg,14.56419,35.6024,-83.426,Landslide,Mudslide,small,Downpour
1601,2010-03-30,NA,United States,US,Connecticut,47648,Middletown,1.40994,41.5663,-72.6667,Landslide,Landslide,small,Rain
1602,2010-03-30,NA,United States,US,New York,7612,Sound Beach,0.94386,40.9647,-72.9684,Landslide,Mudslide,small,Downpour
1603,2010-03-30,NA,United States,US,New York,195976,Yonkers,3.28687,40.904,-73.9141,Landslide,Mudslide,small,Downpour
1604,2010-03-30,NA,United States,US,Iowa,11051,Fort Madison,2.69877,40.635,-91.284,Landslide,Mudslide,medium,Rain
1605,2010-03-30,NA,United States,US,Iowa,11051,Fort Madison,2.69877,40.635,-91.284,Landslide,Landslide,small,Rain
1606,2010-03-30,NA,United States,US,Maine,7794,Winslow,0.76489,44.5407,-69.625,Landslide,Landslide,small,Downpour
1608,2010-03-31,NA,United States,US,New Hampshire,1108,Greenville,0.29408,42.7679,-71.8158,Landslide,Landslide,medium,Rain
1749,2010-04-14,NA,Costa Rica,CR,Alajuela,14448,Desamparados,6.88715,9.9323,-84.4453,Landslide,Landslide,medium,Downpour
1751,2010-04-14,SA,Colombia,CO,Cundinamarca,130289,Girardot,0.30587,4.3013,-74.8055,Landslide,Landslide,medium,Downpour
1754,2010-04-16,NA,Dominica,DM,Saint Paul,702,Pont Cassé,6.4593,15.3211,-61.3124,Landslide,Landslide,medium,Downpour
1760,2010-04-18,NA,Jamaica,JM,Saint Thomas,2634,Easington,4.53632,17.9647,-76.5835,Landslide,Landslide,medium,Downpour
1761,2010-04-18,NA,Jamaica,JM,Clarendon,4514,Chapelton,9.53953,18.1437,-77.331,Landslide,Landslide,medium,Downpour
1762,2010-04-18,NA,Jamaica,JM,Clarendon,44755,May Pen,0.56186,17.9693,-77.2433,Landslide,Landslide,medium,Downpour
1763,2010-04-18,NA,Jamaica,JM,Portland,2757,Buff Bay,2.78885,18.2106,-76.6735,Landslide,Landslide,medium,Downpour
1764,2010-04-18,NA,Jamaica,JM,Portland,14400,Port Antonio,4.46942,18.1865,-76.5029,Landslide,Landslide,medium,Downpour
1784,2010-04-25,NA,United States,US,Tennessee,2694,Clifton,10.07129,35.2995,-87.966,Landslide,Landslide,medium,Downpour
1786,2010-04-27,NA,Costa Rica,CR,Heredia,1355,Ángeles,19.51432,10.1452,-83.9564,Landslide,Landslide,medium,Downpour
1859,2010-05-14,NA,United States,US,Missouri,4208,North Kansas City,5.24463,39.155,-94.5107,Landslide,Mudslide,small,Downpour
1869,2010-05-16,NA,United States,US,Kentucky,1883,Salyersville,7.52656,37.6921,-83.0302,Landslide,Landslide,small,Downpour
1872,2010-05-17,NA,United States,US,West Virginia,51400,Charleston,1.68022,38.3534,-81.6513,Landslide,Mudslide,small,Downpour
1886,2010-05-22,NA,Costa Rica,CR,Alajuela,14448,Desamparados,6.92174,9.929,-84.4428,Landslide,Landslide,medium,Downpour
1891,2010-05-23,NA,United States,US,North Carolina,872,Marshall,16.47911,35.7117,-82.8329,Landslide,Mudslide,small,Downpour
1892,2010-05-23,SA,Colombia,CO,Meta,16678,Puerto López,22.53724,3.8844,-72.9175,Landslide,Landslide,medium,Downpour
1900,2010-05-24,NA,United States,US,Utah,10062,Canyon Rim,0.75491,40.7134,-111.8224,Landslide,Landslide,small,Rain
1904,2010-05-26,NA,Guatemala,GT,Quetzaltenango,11913,Almolonga,0.77254,14.8123,-91.4944,Landslide,Mudslide,medium,Tropical cyclone
1909,2010-05-27,SA,Colombia,CO,Cundinamarca,313945,Soacha,10.36239,4.5326,-74.1359,Landslide,Landslide,medium,Downpour
1914,2010-05-29,NA,Guatemala,GT,Escuintla,31329,Palín,0.18542,14.4039,-90.6986,Landslide,Mudslide,medium,Tropical cyclone
1915,2010-05-29,NA,Guatemala,GT,Guatemala,71836,Amatitlán,2.02891,14.4789,-90.6319,Landslide,Mudslide,medium,Tropical cyclone
1916,2010-05-29,NA,Guatemala,GT,Guatemala,97172,Chinautla,0.44764,14.6969,-90.444,Landslide,Landslide,medium,Tropical cyclone
1917,2010-05-29,NA,Guatemala,GT,Sacatepéquez,15529,Santa María De Jesús,6.13527,14.4651,-90.7426,Landslide,Mudslide,medium,Tropical cyclone
1919,2010-05-30,NA,Guatemala,GT,Guatemala,994938,Guatemala City,4.0793,14.6066,-90.5276,Landslide,Landslide,large,Tropical cyclone
1920,2010-05-30,NA,Guatemala,GT,Sololá,1422,Santa Cruz La Laguna,6.00513,14.6918,-91.1168,Landslide,Mudslide,medium,Tropical cyclone
1921,2010-05-30,NA,Guatemala,GT,Chimaltenango,2396,Santa Apolonia,0.99952,14.7833,-90.9667,Landslide,Landslide,medium,Tropical cyclone
1922,2010-05-29,NA,Guatemala,GT,Sololá,9681,San Pedro La Laguna,0.50611,14.6685,-91.2697,Landslide,Mudslide,medium,Tropical cyclone
1923,2010-05-30,NA,Guatemala,GT,Guatemala,47247,San José Pinula,0.8904,14.549,-90.4191,Landslide,Mudslide,medium,Tropical cyclone
1924,2010-05-30,NA,Guatemala,GT,Quiché,11046,San Juan Cotzal,8.93658,15.4446,-90.9516,Landslide,Landslide,medium,Tropical cyclone
1925,2010-05-30,NA,Guatemala,GT,Totonicapán,69734,Totonicapán,0.17513,14.9102,-91.3605,Landslide,Landslide,medium,Tropical cyclone
1965,2010-06-13,NA,United States,US,West Virginia,1654,Mallory,5.45758,37.755,-81.8917,Landslide,Mudslide,medium,Downpour
2007,2010-06-21,NA,United States,US,Indiana,67140,Lafayette,6.08613,40.425,-86.8044,Landslide,Landslide,small,Downpour
2010,2010-06-23,NA,United States,US,Minnesota,2868,Caledonia,18.20633,43.6229,-91.2718,Landslide,Mudslide,small,Downpour
2011,2010-06-23,NA,United States,US,Wisconsin,5184,Richland Center,16.88781,43.3321,-90.595,Landslide,Landslide,medium,Downpour
2021,2010-06-27,NA,Guatemala,GT,Sololá,6186,San Pablo La Laguna,3.85753,14.7801,-91.2764,Landslide,Landslide,medium,Tropical cyclone
2027,2010-06-28,NA,United States,US,Colorado,2617,Buena Vista,13.11084,38.7275,-106.167,Landslide,Landslide,small,Downpour
2028,2010-06-28,NA,United States,US,New York,10545,Canandaigua,8.27871,42.8004,-77.3018,Landslide,Mudslide,small,Downpour
2065,2010-07-13,NA,United States,US,New York,1041,Naples,14.77042,42.7167,-77.5191,Landslide,Complex,medium,Downpour
2066,2010-07-13,NA,United States,US,West Virginia,1860,Saint Marys,0.76491,39.3937,-81.1966,Landslide,Mudslide,small,Downpour
2085,2010-07-16,NA,Canada,CA,Ontario,33232,Ancaster,5.1151,43.2453,-79.9367,Landslide,Mudslide,medium,Downpour
2086,2010-07-16,NA,United States,US,Georgia,9432,Jefferson,7.58207,34.1538,-83.6417,Landslide,Landslide,small,Downpour
2093,2010-07-18,NA,Honduras,HN,Francisco Morazán ,850848,Tegucigalpa,1.24404,14.0814,-87.1953,Landslide,Landslide,medium,Downpour
2101,2010-07-20,NA,United States,US,Arizona,65870,Flagstaff,11.50738,35.2902,-111.5932,Landslide,Debris flow,medium,Downpour
2107,2010-07-21,NA,Guatemala,GT,Guatemala,97172,Chinautla,3.85648,14.6808,-90.5214,Landslide,Landslide,medium,Downpour
2108,2010-07-21,NA,United States,US,West Virginia,49138,Huntington,2.97869,38.4262,-82.4781,Landslide,Landslide,medium,Downpour
2114,2010-07-22,NA,Mexico,MX,Chiapas,9570,Escuintla,1.41805,15.3258,-92.6698,Landslide,Mudslide,medium,Downpour
2115,2010-07-22,NA,Mexico,MX,Chiapas,128996,San Cristóbal de las Casas,0.94118,16.7294,-92.6389,Landslide,Rockfall,small,Downpour
2123,2010-07-23,NA,United States,US,Colorado,16887,Durango,4.891,37.2743,-107.9352,Landslide,Rockfall,small,Downpour
2124,2010-07-23,NA,United States,US,New Mexico,9051,Socorro,25.68212,33.9917,-107.1577,Landslide,Landslide,small,Downpour
2142,2010-07-26,NA,United States,US,Colorado,1320,Mountain Village,17.96218,38.0053,-108.0383,Landslide,Mudslide,medium,Downpour
2149,2010-07-27,NA,United States,US,Colorado,1320,Mountain Village,27.47506,38.0604,-108.1234,Landslide,Mudslide,medium,Downpour
2150,2010-07-27,NA,United States,US,Kentucky,5955,Bellevue,0.99029,39.0981,-84.4748,Landslide,Landslide,small,Downpour
2156,2010-07-29,NA,Trinidad and Tobago,TT,Diego Martin,8140,Petit Valley,4.00979,10.6859,-61.5671,Landslide,Landslide,small,Downpour
2157,2010-07-29,NA,Trinidad and Tobago,TT,City of Port of Spain,4342,Mucurapo,7.4331,10.6871,-61.6002,Landslide,Landslide,small,Downpour
2158,2010-07-29,NA,Trinidad and Tobago,TT,City of Port of Spain,49031,Port-of-Spain,2.15046,10.6738,-61.5006,Landslide,Landslide,small,Downpour
